question_id,question,answer,category,processed_question,processed_answer
42332,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",Cards,different type account available,offer savings current salary fixed deposit account
42333,How do I close my account?,Submit an account closure form at your branch with required documents.,Cards,close account,submit account closure form branch required document
42334,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",Loans,document required account opening,need id proof address proof pan card passport-size photograph
42335,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,General,open new account,visit nearest branch required document apply online website
42336,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",Account,different type account available,offer savings current salary fixed deposit account
42337,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,General,open new account,visit nearest branch required document apply online website
42338,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",Account,document required account opening,need id proof address proof pan card passport-size photograph
42339,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",Cards,document required account opening,need id proof address proof pan card passport-size photograph
42340,How do I close my account?,Submit an account closure form at your branch with required documents.,General,close account,submit account closure form branch required document
42341,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",Net Banking,different type account available,offer savings current salary fixed deposit account
42342,How do I close my account?,Submit an account closure form at your branch with required documents.,Net Banking,close account,submit account closure form branch required document
42343,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,Net Banking,open new account,visit nearest branch required document apply online website
42344,How do I close my account?,Submit an account closure form at your branch with required documents.,Account,close account,submit account closure form branch required document
42345,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",Cards,different type account available,offer savings current salary fixed deposit account
42346,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Account,check account balance,check balance net banking mobile app atm visiting branch
42347,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Account,check account balance,check balance net banking mobile app atm visiting branch
42348,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",Cards,document required account opening,need id proof address proof pan card passport-size photograph
42349,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",Loans,different type account available,offer savings current salary fixed deposit account
42350,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,Account,open new account,visit nearest branch required document apply online website
42351,How do I close my account?,Submit an account closure form at your branch with required documents.,General,close account,submit account closure form branch required document
42352,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",Cards,different type account available,offer savings current salary fixed deposit account
42353,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",Cards,different type account available,offer savings current salary fixed deposit account
42354,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,Cards,open new account,visit nearest branch required document apply online website
42355,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",Account,different type account available,offer savings current salary fixed deposit account
42356,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Net Banking,check account balance,check balance net banking mobile app atm visiting branch
42357,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Loans,check account balance,check balance net banking mobile app atm visiting branch
42358,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,Loans,open new account,visit nearest branch required document apply online website
42359,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,Cards,open new account,visit nearest branch required document apply online website
42360,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",Loans,document required account opening,need id proof address proof pan card passport-size photograph
42361,How do I close my account?,Submit an account closure form at your branch with required documents.,Account,close account,submit account closure form branch required document
42362,How do I close my account?,Submit an account closure form at your branch with required documents.,Loans,close account,submit account closure form branch required document
42363,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Net Banking,check account balance,check balance net banking mobile app atm visiting branch
42364,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",General,check account balance,check balance net banking mobile app atm visiting branch
42365,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",Net Banking,document required account opening,need id proof address proof pan card passport-size photograph
42366,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",Cards,document required account opening,need id proof address proof pan card passport-size photograph
42367,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",Account,document required account opening,need id proof address proof pan card passport-size photograph
42368,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",Account,different type account available,offer savings current salary fixed deposit account
42369,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,Loans,open new account,visit nearest branch required document apply online website
42370,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",Account,different type account available,offer savings current salary fixed deposit account
42371,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Loans,check account balance,check balance net banking mobile app atm visiting branch
42372,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Account,check account balance,check balance net banking mobile app atm visiting branch
42373,How do I close my account?,Submit an account closure form at your branch with required documents.,Loans,close account,submit account closure form branch required document
42374,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,General,open new account,visit nearest branch required document apply online website
42375,How do I close my account?,Submit an account closure form at your branch with required documents.,General,close account,submit account closure form branch required document
42376,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",Account,different type account available,offer savings current salary fixed deposit account
42377,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",Net Banking,different type account available,offer savings current salary fixed deposit account
42378,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,Cards,open new account,visit nearest branch required document apply online website
42379,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",Account,document required account opening,need id proof address proof pan card passport-size photograph
42380,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Loans,check account balance,check balance net banking mobile app atm visiting branch
42381,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",General,document required account opening,need id proof address proof pan card passport-size photograph
42382,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",General,check account balance,check balance net banking mobile app atm visiting branch
42383,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Cards,check account balance,check balance net banking mobile app atm visiting branch
42384,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,Cards,open new account,visit nearest branch required document apply online website
42385,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",Cards,document required account opening,need id proof address proof pan card passport-size photograph
42386,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",General,different type account available,offer savings current salary fixed deposit account
42387,How do I close my account?,Submit an account closure form at your branch with required documents.,Net Banking,close account,submit account closure form branch required document
42388,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",General,document required account opening,need id proof address proof pan card passport-size photograph
42389,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",Loans,document required account opening,need id proof address proof pan card passport-size photograph
42390,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",Net Banking,document required account opening,need id proof address proof pan card passport-size photograph
42391,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,Loans,open new account,visit nearest branch required document apply online website
42392,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",Net Banking,document required account opening,need id proof address proof pan card passport-size photograph
42393,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,Cards,open new account,visit nearest branch required document apply online website
42394,How do I close my account?,Submit an account closure form at your branch with required documents.,Net Banking,close account,submit account closure form branch required document
42395,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Loans,check account balance,check balance net banking mobile app atm visiting branch
42396,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",Net Banking,different type account available,offer savings current salary fixed deposit account
42397,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",Account,document required account opening,need id proof address proof pan card passport-size photograph
42398,How do I close my account?,Submit an account closure form at your branch with required documents.,Account,close account,submit account closure form branch required document
42399,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",Cards,different type account available,offer savings current salary fixed deposit account
42400,How do I close my account?,Submit an account closure form at your branch with required documents.,Loans,close account,submit account closure form branch required document
42401,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",Net Banking,document required account opening,need id proof address proof pan card passport-size photograph
42402,How do I close my account?,Submit an account closure form at your branch with required documents.,Net Banking,close account,submit account closure form branch required document
42403,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",General,different type account available,offer savings current salary fixed deposit account
42404,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,Loans,open new account,visit nearest branch required document apply online website
42405,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Net Banking,check account balance,check balance net banking mobile app atm visiting branch
42406,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",Cards,different type account available,offer savings current salary fixed deposit account
42407,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",Cards,different type account available,offer savings current salary fixed deposit account
42408,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",Loans,different type account available,offer savings current salary fixed deposit account
42409,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,Account,open new account,visit nearest branch required document apply online website
42410,How do I close my account?,Submit an account closure form at your branch with required documents.,Net Banking,close account,submit account closure form branch required document
42411,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Net Banking,check account balance,check balance net banking mobile app atm visiting branch
42412,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Net Banking,check account balance,check balance net banking mobile app atm visiting branch
42413,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",Loans,different type account available,offer savings current salary fixed deposit account
42414,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Net Banking,check account balance,check balance net banking mobile app atm visiting branch
42415,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,Account,open new account,visit nearest branch required document apply online website
42416,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",General,different type account available,offer savings current salary fixed deposit account
42417,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",General,different type account available,offer savings current salary fixed deposit account
42418,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Net Banking,check account balance,check balance net banking mobile app atm visiting branch
42419,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",General,different type account available,offer savings current salary fixed deposit account
42420,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,Cards,open new account,visit nearest branch required document apply online website
42421,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,Loans,open new account,visit nearest branch required document apply online website
42422,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",General,document required account opening,need id proof address proof pan card passport-size photograph
42423,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,Net Banking,open new account,visit nearest branch required document apply online website
42424,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,Cards,open new account,visit nearest branch required document apply online website
42425,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Account,check account balance,check balance net banking mobile app atm visiting branch
42426,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,Loans,open new account,visit nearest branch required document apply online website
42427,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,Net Banking,open new account,visit nearest branch required document apply online website
42428,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",Loans,document required account opening,need id proof address proof pan card passport-size photograph
42429,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,General,open new account,visit nearest branch required document apply online website
42430,How do I close my account?,Submit an account closure form at your branch with required documents.,Cards,close account,submit account closure form branch required document
42431,How do I close my account?,Submit an account closure form at your branch with required documents.,General,close account,submit account closure form branch required document
42432,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Account,check account balance,check balance net banking mobile app atm visiting branch
42433,How do I close my account?,Submit an account closure form at your branch with required documents.,General,close account,submit account closure form branch required document
42434,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",General,check account balance,check balance net banking mobile app atm visiting branch
42435,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",Cards,document required account opening,need id proof address proof pan card passport-size photograph
42436,How do I close my account?,Submit an account closure form at your branch with required documents.,Account,close account,submit account closure form branch required document
42437,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,General,open new account,visit nearest branch required document apply online website
42438,How do I close my account?,Submit an account closure form at your branch with required documents.,Net Banking,close account,submit account closure form branch required document
42439,How do I close my account?,Submit an account closure form at your branch with required documents.,Account,close account,submit account closure form branch required document
42440,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",Cards,document required account opening,need id proof address proof pan card passport-size photograph
42441,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Account,check account balance,check balance net banking mobile app atm visiting branch
42442,How do I close my account?,Submit an account closure form at your branch with required documents.,Net Banking,close account,submit account closure form branch required document
42443,How do I close my account?,Submit an account closure form at your branch with required documents.,General,close account,submit account closure form branch required document
42444,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",General,check account balance,check balance net banking mobile app atm visiting branch
42445,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",Account,different type account available,offer savings current salary fixed deposit account
42446,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",General,check account balance,check balance net banking mobile app atm visiting branch
42447,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,Cards,open new account,visit nearest branch required document apply online website
42448,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",General,different type account available,offer savings current salary fixed deposit account
42449,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",Cards,document required account opening,need id proof address proof pan card passport-size photograph
42450,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,Account,open new account,visit nearest branch required document apply online website
42451,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",General,different type account available,offer savings current salary fixed deposit account
42452,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",Account,document required account opening,need id proof address proof pan card passport-size photograph
42453,How do I close my account?,Submit an account closure form at your branch with required documents.,Account,close account,submit account closure form branch required document
42454,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",General,different type account available,offer savings current salary fixed deposit account
42455,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Cards,check account balance,check balance net banking mobile app atm visiting branch
42456,How do I close my account?,Submit an account closure form at your branch with required documents.,General,close account,submit account closure form branch required document
42457,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Net Banking,check account balance,check balance net banking mobile app atm visiting branch
42458,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Net Banking,check account balance,check balance net banking mobile app atm visiting branch
42459,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Net Banking,check account balance,check balance net banking mobile app atm visiting branch
42460,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",General,check account balance,check balance net banking mobile app atm visiting branch
42461,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Cards,check account balance,check balance net banking mobile app atm visiting branch
42462,How do I close my account?,Submit an account closure form at your branch with required documents.,Net Banking,close account,submit account closure form branch required document
42463,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",Account,different type account available,offer savings current salary fixed deposit account
42464,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",Account,document required account opening,need id proof address proof pan card passport-size photograph
42465,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",Loans,document required account opening,need id proof address proof pan card passport-size photograph
42466,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,Account,open new account,visit nearest branch required document apply online website
42467,How do I close my account?,Submit an account closure form at your branch with required documents.,General,close account,submit account closure form branch required document
42468,How do I close my account?,Submit an account closure form at your branch with required documents.,Cards,close account,submit account closure form branch required document
42469,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,Cards,open new account,visit nearest branch required document apply online website
42470,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Account,check account balance,check balance net banking mobile app atm visiting branch
42471,How do I close my account?,Submit an account closure form at your branch with required documents.,Loans,close account,submit account closure form branch required document
42472,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",Loans,different type account available,offer savings current salary fixed deposit account
42473,How do I close my account?,Submit an account closure form at your branch with required documents.,General,close account,submit account closure form branch required document
42474,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,Cards,open new account,visit nearest branch required document apply online website
42475,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Account,check account balance,check balance net banking mobile app atm visiting branch
42476,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Account,check account balance,check balance net banking mobile app atm visiting branch
42477,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",Loans,document required account opening,need id proof address proof pan card passport-size photograph
42478,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Cards,check account balance,check balance net banking mobile app atm visiting branch
42479,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Loans,check account balance,check balance net banking mobile app atm visiting branch
42480,How do I close my account?,Submit an account closure form at your branch with required documents.,General,close account,submit account closure form branch required document
42481,How do I close my account?,Submit an account closure form at your branch with required documents.,Account,close account,submit account closure form branch required document
42482,How do I close my account?,Submit an account closure form at your branch with required documents.,Loans,close account,submit account closure form branch required document
42483,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Net Banking,check account balance,check balance net banking mobile app atm visiting branch
42484,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Account,check account balance,check balance net banking mobile app atm visiting branch
42485,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,Net Banking,open new account,visit nearest branch required document apply online website
42486,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Loans,check account balance,check balance net banking mobile app atm visiting branch
42487,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Cards,check account balance,check balance net banking mobile app atm visiting branch
42488,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Loans,check account balance,check balance net banking mobile app atm visiting branch
42489,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",General,check account balance,check balance net banking mobile app atm visiting branch
42490,How do I close my account?,Submit an account closure form at your branch with required documents.,Account,close account,submit account closure form branch required document
42491,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,Loans,open new account,visit nearest branch required document apply online website
42492,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Cards,check account balance,check balance net banking mobile app atm visiting branch
42493,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,Net Banking,open new account,visit nearest branch required document apply online website
42494,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Account,check account balance,check balance net banking mobile app atm visiting branch
42495,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",General,different type account available,offer savings current salary fixed deposit account
42496,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",Net Banking,different type account available,offer savings current salary fixed deposit account
42497,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",Cards,document required account opening,need id proof address proof pan card passport-size photograph
42498,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",Loans,document required account opening,need id proof address proof pan card passport-size photograph
42499,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Loans,check account balance,check balance net banking mobile app atm visiting branch
42500,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",Net Banking,different type account available,offer savings current salary fixed deposit account
42501,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",Cards,document required account opening,need id proof address proof pan card passport-size photograph
42502,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,Loans,open new account,visit nearest branch required document apply online website
42503,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",Loans,document required account opening,need id proof address proof pan card passport-size photograph
42504,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",Loans,document required account opening,need id proof address proof pan card passport-size photograph
42505,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",Loans,different type account available,offer savings current salary fixed deposit account
42506,How do I close my account?,Submit an account closure form at your branch with required documents.,General,close account,submit account closure form branch required document
42507,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Account,check account balance,check balance net banking mobile app atm visiting branch
42508,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",Loans,document required account opening,need id proof address proof pan card passport-size photograph
42509,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,Account,open new account,visit nearest branch required document apply online website
42510,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",General,different type account available,offer savings current salary fixed deposit account
42511,How do I close my account?,Submit an account closure form at your branch with required documents.,Net Banking,close account,submit account closure form branch required document
42512,How do I close my account?,Submit an account closure form at your branch with required documents.,Cards,close account,submit account closure form branch required document
42513,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",Cards,document required account opening,need id proof address proof pan card passport-size photograph
42514,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",Net Banking,different type account available,offer savings current salary fixed deposit account
42515,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",Cards,different type account available,offer savings current salary fixed deposit account
42516,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,General,open new account,visit nearest branch required document apply online website
42517,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Loans,check account balance,check balance net banking mobile app atm visiting branch
42518,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,Loans,open new account,visit nearest branch required document apply online website
42519,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",Account,different type account available,offer savings current salary fixed deposit account
42520,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",Account,document required account opening,need id proof address proof pan card passport-size photograph
42521,How do I close my account?,Submit an account closure form at your branch with required documents.,Loans,close account,submit account closure form branch required document
42522,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,Cards,open new account,visit nearest branch required document apply online website
42523,How do I close my account?,Submit an account closure form at your branch with required documents.,General,close account,submit account closure form branch required document
42524,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Loans,check account balance,check balance net banking mobile app atm visiting branch
42525,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",Loans,different type account available,offer savings current salary fixed deposit account
42526,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",General,check account balance,check balance net banking mobile app atm visiting branch
42527,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Loans,check account balance,check balance net banking mobile app atm visiting branch
42528,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,General,open new account,visit nearest branch required document apply online website
42529,How do I close my account?,Submit an account closure form at your branch with required documents.,Cards,close account,submit account closure form branch required document
42530,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",Cards,document required account opening,need id proof address proof pan card passport-size photograph
42531,How do I close my account?,Submit an account closure form at your branch with required documents.,General,close account,submit account closure form branch required document
42532,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",Account,document required account opening,need id proof address proof pan card passport-size photograph
42533,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",General,check account balance,check balance net banking mobile app atm visiting branch
42534,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,General,open new account,visit nearest branch required document apply online website
42535,How do I close my account?,Submit an account closure form at your branch with required documents.,General,close account,submit account closure form branch required document
42536,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",Account,different type account available,offer savings current salary fixed deposit account
42537,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",General,different type account available,offer savings current salary fixed deposit account
42538,How do I close my account?,Submit an account closure form at your branch with required documents.,Net Banking,close account,submit account closure form branch required document
42539,How do I close my account?,Submit an account closure form at your branch with required documents.,Account,close account,submit account closure form branch required document
42540,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Account,check account balance,check balance net banking mobile app atm visiting branch
42541,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Cards,check account balance,check balance net banking mobile app atm visiting branch
42542,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",General,different type account available,offer savings current salary fixed deposit account
42543,How do I check my account balance?,"You can check balance through net banking, mobile app, ATM, or by visiting branch.",Net Banking,check account balance,check balance net banking mobile app atm visiting branch
42544,What documents are required for account opening?,"You need ID proof, address proof, PAN card, and passport-size photographs.",Account,document required account opening,need id proof address proof pan card passport-size photograph
42545,What are the different types of accounts available?,"We offer savings, current, salary, and fixed deposit accounts.",General,different type account available,offer savings current salary fixed deposit account
42546,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,General,open new account,visit nearest branch required document apply online website
42547,How do I open a new account?,Visit our nearest branch with required documents or apply online through our website.,Net Banking,open new account,visit nearest branch required document apply online website
